Transaction,Item,period_day,weekday_weekend
3127,Coffee,morning,weekday
3127,Bread,morning,weekday
3127,Bread,morning,weekday
3128,Coffee,morning,weekday
3128,Coffee,morning,weekday
3128,Bread,morning,weekday
3128,Muffin,morning,weekday
3129,Vegan mincepie,morning,weekday
3129,Coffee,morning,weekday
3129,Tea,morning,weekday
3130,Alfajores,morning,weekday
3130,Coffee,morning,weekday
3131,Coffee,morning,weekday
3131,Coffee,morning,weekday
3131,Medialuna,morning,weekday
3133,Bread,morning,weekday
3133,Tea,morning,weekday
3134,Coffee,morning,weekday
3135,Coffee,morning,weekday
3136,Bread,morning,weekday
3136,Pastry,morning,weekday
3137,Bread,afternoon,weekday
3138,Farm House,afternoon,weekday
3139,Bread,afternoon,weekday
3139,Alfajores,afternoon,weekday
3141,Coffee,afternoon,weekday
3142,Jam,afternoon,weekday
3143,Coffee,afternoon,weekday
3144,Pastry,afternoon,weekday
3145,Tea,afternoon,weekday
3146,Coffee,afternoon,weekday
3146,Coffee,afternoon,weekday
3147,Coffee,afternoon,weekday
3147,Toast,afternoon,weekday
3148,Coffee,afternoon,weekday
3149,Coke,afternoon,weekday
3149,Truffles,afternoon,weekday
3150,Sandwich,afternoon,weekday
3150,Tea,afternoon,weekday
3150,Coffee,afternoon,weekday
3151,Tea,afternoon,weekday
3152,Coke,afternoon,weekday
3153,Bread,afternoon,weekday
3153,Sandwich,afternoon,weekday
3153,Bread,afternoon,weekday
3154,Juice,afternoon,weekday
3154,Bread,afternoon,weekday
3154,Art Tray,afternoon,weekday
3154,Toast,afternoon,weekday
3155,Tea,afternoon,weekday
3155,Bread,afternoon,weekday
3156,Coffee,afternoon,weekday
3156,Alfajores,afternoon,weekday
3157,Hot chocolate,afternoon,weekday
3157,Hot chocolate,afternoon,weekday
3157,Toast,afternoon,weekday
3157,Pastry,afternoon,weekday
3158,Sandwich,afternoon,weekday
3158,Tea,afternoon,weekday
3158,Juice,afternoon,weekday
3158,Vegan mincepie,afternoon,weekday
3159,Bread,afternoon,weekday
3160,Alfajores,afternoon,weekday
3160,Muffin,afternoon,weekday
3161,Coffee,afternoon,weekday
3161,Jammie Dodgers,afternoon,weekday
3162,Jammie Dodgers,afternoon,weekday
3162,Bread,afternoon,weekday
3163,Tea,afternoon,weekday
3163,Coffee,afternoon,weekday
3163,Jammie Dodgers,afternoon,weekday
3163,Cake,afternoon,weekday
3163,Bread,afternoon,weekday
3164,Coffee,morning,weekday
3164,Coffee,morning,weekday
3165,Bread,morning,weekday
3165,Pastry,morning,weekday
3165,Medialuna,morning,weekday
3166,Alfajores,morning,weekday
3166,Pastry,morning,weekday
3167,Medialuna,morning,weekday
3167,Toast,morning,weekday
3167,Coffee,morning,weekday
3168,Bread,morning,weekday
3168,Tea,morning,weekday
3168,Pastry,morning,weekday
3169,Bread,morning,weekday
3170,Coffee,morning,weekday
3171,Bread,morning,weekday
3171,Hot chocolate,morning,weekday
3172,Bread,morning,weekday
3173,Pastry,morning,weekday
3174,Coffee,morning,weekday
3174,Coffee,morning,weekday
3175,Bread,morning,weekday
3176,Coffee,morning,weekday
3176,Hot chocolate,morning,weekday
3177,Farm House,morning,weekday
3178,Coffee,morning,weekday
3179,Coffee,morning,weekday
3179,Coffee,morning,weekday
3180,Coffee,morning,weekday
3181,Dulce de Leche,morning,weekday
3182,Pastry,morning,weekday
3182,Farm House,morning,weekday
3183,Bread,morning,weekday
3183,Vegan mincepie,morning,weekday
3183,Bread,morning,weekday
3184,Bread,morning,weekday
3185,Coffee,morning,weekday
3185,Hot chocolate,morning,weekday
3185,Pastry,morning,weekday
3186,Coffee,afternoon,weekday
3186,Vegan mincepie,afternoon,weekday
3186,Pastry,afternoon,weekday
3187,Bread,afternoon,weekday
3188,Bread,afternoon,weekday
3188,Bread,afternoon,weekday
3189,Coffee,afternoon,weekday
3189,Hot chocolate,afternoon,weekday
3190,Bread,afternoon,weekday
3190,Sandwich,afternoon,weekday
3190,Coffee,afternoon,weekday
3191,Bread,afternoon,weekday
3192,Coffee,afternoon,weekday
3192,Coffee,afternoon,weekday
3192,Hot chocolate,afternoon,weekday
3193,Coffee,afternoon,weekday
3194,Coffee,afternoon,weekday
3195,Sandwich,afternoon,weekday
3195,Coke,afternoon,weekday
3196,Coffee,afternoon,weekday
3197,Coffee,afternoon,weekday
3197,Bread,afternoon,weekday
3198,Bread,afternoon,weekday
3199,Coffee,afternoon,weekday
3200,Coffee,afternoon,weekday
3200,Coffee,afternoon,weekday
3201,Coffee,afternoon,weekday
3201,Fudge,afternoon,weekday
3202,Coffee,afternoon,weekday
3202,Sandwich,afternoon,weekday
3202,Tea,afternoon,weekday
3202,Bread,afternoon,weekday
3203,Coffee,afternoon,weekday
3203,Coffee,afternoon,weekday
3203,Sandwich,afternoon,weekday
3204,Bread,afternoon,weekday
3205,Bread,afternoon,weekday
3205,Coffee,afternoon,weekday
3206,Coffee,afternoon,weekday
3206,Coffee,afternoon,weekday
3206,Hot chocolate,afternoon,weekday
3207,Fudge,afternoon,weekday
3208,Coffee,afternoon,weekday
3209,Coffee,afternoon,weekday
3209,Bread,afternoon,weekday
3210,Bread,afternoon,weekday
3210,Bread,afternoon,weekday
3211,Cookies,afternoon,weekday
3212,Bread,afternoon,weekday
3213,Coffee,afternoon,weekday
3213,Bread,afternoon,weekday
3213,Bread,afternoon,weekday
3213,Alfajores,afternoon,weekday
3214,Tea,afternoon,weekday
3215,Bare Popcorn,evening,weekday
3215,Ella's Kitchen Pouches,evening,weekday
3216,Farm House,evening,weekday
3217,Bread,evening,weekday
3217,Fudge,evening,weekday
3217,Pastry,evening,weekday
3218,Hot chocolate,evening,weekday
3219,Tea,evening,weekday
3219,Vegan mincepie,evening,weekday
3219,Jammie Dodgers,evening,weekday
3219,Coffee,evening,weekday
3219,Medialuna,evening,weekday
3220,Coffee,evening,weekday
3221,Hot chocolate,evening,weekday
3221,Coffee,evening,weekday
3222,Bread,evening,weekday
3223,Vegan mincepie,evening,weekday
3224,Medialuna,morning,weekday
3224,Dulce de Leche,morning,weekday
3225,Muesli,morning,weekday
3226,Muesli,morning,weekday
3227,Coffee,morning,weekday
3227,Jam,morning,weekday
3227,Jam,morning,weekday
3228,Bread,morning,weekday
3228,Toast,morning,weekday
3229,Bread,morning,weekday
3229,Toast,morning,weekday
3230,Coffee,morning,weekday
3231,Jammie Dodgers,morning,weekday
3231,Vegan mincepie,morning,weekday
3232,Coffee,morning,weekday
3233,Bread,morning,weekday
3234,Coffee,morning,weekday
3234,Coffee,morning,weekday
3234,Bread,morning,weekday
3235,Tea,morning,weekday
3236,Coffee,morning,weekday
3237,Coffee,morning,weekday
3237,Coffee,morning,weekday
3237,Juice,morning,weekday
3237,Farm House,morning,weekday
3238,Coffee,morning,weekday
3238,Pastry,morning,weekday
3239,Bread,morning,weekday
3240,Coffee,morning,weekday
3241,Coffee,morning,weekday
3242,Coffee,morning,weekday
3243,Tea,morning,weekday
3243,Pastry,morning,weekday
3244,Cookies,morning,weekday
3244,Coffee,morning,weekday
3244,Coffee,morning,weekday
3244,Toast,morning,weekday
3245,Pastry,morning,weekday
3245,Tea,morning,weekday
3246,Tea,morning,weekday
3246,Coffee,morning,weekday
3246,Coffee,morning,weekday
3246,Toast,morning,weekday
3247,Bread,morning,weekday
3248,Bread,morning,weekday
3249,Coffee,morning,weekday
3250,Coffee,morning,weekday
3250,Coffee,morning,weekday
3251,Pastry,morning,weekday
3252,Bread,morning,weekday
3253,Scandinavian,morning,weekday
3253,Coffee,morning,weekday
3253,Alfajores,morning,weekday
3255,Truffles,morning,weekday
3255,Ella's Kitchen Pouches,morning,weekday
3255,Bread,morning,weekday
3256,Tea,morning,weekday
3256,Fudge,morning,weekday
3256,Fudge,morning,weekday
3256,Jam,morning,weekday
3256,Juice,morning,weekday
3256,Ella's Kitchen Pouches,morning,weekday
3257,Cake,morning,weekday
3258,Bread,morning,weekday
3258,Cookies,morning,weekday
3259,Coffee,morning,weekday
3259,Cake,morning,weekday
3260,Coffee,afternoon,weekday
3260,Tea,afternoon,weekday
3260,Toast,afternoon,weekday
3261,Truffles,afternoon,weekday
3262,Bread,afternoon,weekday
3263,Coffee,afternoon,weekday
3264,Bread,afternoon,weekday
3265,Bread,afternoon,weekday
3266,Truffles,afternoon,weekday
3267,Toast,afternoon,weekday
3267,Bread,afternoon,weekday
3267,Tea,afternoon,weekday
3267,Cookies,afternoon,weekday
3268,Sandwich,afternoon,weekday
3268,Coffee,afternoon,weekday
3268,Coffee,afternoon,weekday
3270,Bread,afternoon,weekday
3270,Sandwich,afternoon,weekday
3271,Alfajores,afternoon,weekday
3272,Scone,afternoon,weekday
3274,Bread,afternoon,weekday
3274,Coffee,afternoon,weekday
3274,Alfajores,afternoon,weekday
3274,Vegan mincepie,afternoon,weekday
3275,Fudge,afternoon,weekday
3276,Jam,afternoon,weekday
3277,Coffee,afternoon,weekday
3277,Pastry,afternoon,weekday
3277,Jam,afternoon,weekday
3278,Coffee,afternoon,weekday
3279,Tea,afternoon,weekday
3279,Bread,afternoon,weekday
3279,Bread,afternoon,weekday
3279,Fudge,afternoon,weekday
3280,Bread,afternoon,weekday
3280,Sandwich,afternoon,weekday
3281,Farm House,afternoon,weekday
3282,Coffee,afternoon,weekday
3283,Jam,afternoon,weekday
3283,Jam,afternoon,weekday
3284,Brownie,afternoon,weekday
3284,Coffee,afternoon,weekday
3285,Tea,afternoon,weekday
3285,Sandwich,afternoon,weekday
3285,Bread,afternoon,weekday
3286,Tea,afternoon,weekday
3287,Sandwich,afternoon,weekday
3287,Tea,afternoon,weekday
3288,Coffee,afternoon,weekday
3289,Coffee,afternoon,weekday
3290,Bread,afternoon,weekday
3291,Tea,afternoon,weekday
3291,Brownie,afternoon,weekday
3292,Jam,afternoon,weekday
3293,Jam,afternoon,weekday
3294,Cookies,afternoon,weekday
3294,Sandwich,afternoon,weekday
3294,Juice,afternoon,weekday
3295,Tea,afternoon,weekday
3295,Pastry,afternoon,weekday
3296,Farm House,afternoon,weekday
3297,Scone,afternoon,weekday
3297,Coffee,afternoon,weekday
3298,Coffee,afternoon,weekday
3298,Coffee,afternoon,weekday
3299,Coffee,afternoon,weekday
3299,Coffee,afternoon,weekday
3299,Vegan mincepie,afternoon,weekday
3300,Bread,afternoon,weekday
3300,Scone,afternoon,weekday
3301,Farm House,afternoon,weekday
3301,Scone,afternoon,weekday
3303,Coffee,afternoon,weekday
3303,Brownie,afternoon,weekday
3304,Coffee,afternoon,weekday
3304,Tea,afternoon,weekday
3305,Coffee,afternoon,weekday
3306,Tea,afternoon,weekday
3306,Coffee,afternoon,weekday
3307,Bread,afternoon,weekday
3309,Coffee,evening,weekday
3309,Coffee,evening,weekday
3309,Coffee,evening,weekday
3309,Alfajores,evening,weekday
3310,Farm House,morning,weekend
3310,Medialuna,morning,weekend
3310,Pastry,morning,weekend
3311,Bread,morning,weekend
3312,Bread,morning,weekend
3313,Coffee,morning,weekend
3313,Pastry,morning,weekend
3314,Bread,morning,weekend
3315,Bread,morning,weekend
3315,Bread,morning,weekend
3315,Pastry,morning,weekend
3316,Medialuna,morning,weekend
3316,Fudge,morning,weekend
3317,Bread,morning,weekend
3318,Coffee,morning,weekend
3318,Scone,morning,weekend
3318,Juice,morning,weekend
3319,Coffee,morning,weekend
3320,Tea,morning,weekend
3320,Scone,morning,weekend
3320,Lemon and coconut,morning,weekend
3321,Jam,morning,weekend
3321,Cookies,morning,weekend
3321,Fudge,morning,weekend
3322,Bread,morning,weekend
3323,Scandinavian,morning,weekend
3324,Coffee,morning,weekend
3324,Cookies,morning,weekend
3324,Juice,morning,weekend
3325,Hot chocolate,morning,weekend
3325,Coffee,morning,weekend
3325,Bread,morning,weekend
3325,Bread,morning,weekend
3325,Vegan mincepie,morning,weekend
3326,Jam,morning,weekend
3327,Bread,morning,weekend
3328,Coffee,morning,weekend
3328,Coffee,morning,weekend
3329,Dulce de Leche,morning,weekend
3329,Scandinavian,morning,weekend
3329,Alfajores,morning,weekend
3330,Coffee,morning,weekend
3330,Bread,morning,weekend
3330,Pastry,morning,weekend
3330,Medialuna,morning,weekend
3330,Farm House,morning,weekend
3331,Hot chocolate,morning,weekend
3331,Scone,morning,weekend
3332,Fudge,morning,weekend
3332,Jam,morning,weekend
3332,Bread,morning,weekend
3332,Farm House,morning,weekend
3333,Coffee,morning,weekend
3333,The Nomad,morning,weekend
3334,Vegan mincepie,morning,weekend
3335,Bread,morning,weekend
3336,Bread,morning,weekend
3337,Bread,morning,weekend
3337,Scone,morning,weekend
3338,Cake,morning,weekend
3339,Bread,morning,weekend
3340,Vegan mincepie,morning,weekend
3340,Cake,morning,weekend
3340,Coffee,morning,weekend
3340,Coffee,morning,weekend
3340,Coffee,morning,weekend
3341,Coffee,morning,weekend
3341,Coffee,morning,weekend
3341,Medialuna,morning,weekend
3342,Bread,morning,weekend
3343,Jam,afternoon,weekend
3344,Medialuna,afternoon,weekend
3344,Pastry,afternoon,weekend
3344,Coffee,afternoon,weekend
3344,Coffee,afternoon,weekend
3344,Coffee,afternoon,weekend
3346,Bread,afternoon,weekend
3347,Bread,afternoon,weekend
3348,Bread,afternoon,weekend
3348,Scone,afternoon,weekend
3348,Bread,afternoon,weekend
3348,The Nomad,afternoon,weekend
3349,Coffee,afternoon,weekend
3349,Tea,afternoon,weekend
3350,Bread,afternoon,weekend
3351,Frittata,afternoon,weekend
3351,Tea,afternoon,weekend
3351,Tea,afternoon,weekend
3352,Coffee,afternoon,weekend
3352,Vegan mincepie,afternoon,weekend
3353,Bread,afternoon,weekend
3354,Coffee,afternoon,weekend
3354,Bread,afternoon,weekend
3355,Scone,afternoon,weekend
3355,Coffee,afternoon,weekend
3356,Farm House,afternoon,weekend
3356,Frittata,afternoon,weekend
3356,Cookies,afternoon,weekend
3357,Farm House,afternoon,weekend
3358,Farm House,afternoon,weekend
3359,Jam,afternoon,weekend
3359,Fudge,afternoon,weekend
3360,Coffee,afternoon,weekend
3361,Frittata,afternoon,weekend
3361,Sandwich,afternoon,weekend
3361,Bread,afternoon,weekend
3361,Alfajores,afternoon,weekend
3361,Medialuna,afternoon,weekend
3361,Fudge,afternoon,weekend
3362,Cake,afternoon,weekend
3363,Juice,afternoon,weekend
3363,Cookies,afternoon,weekend
3363,Coffee,afternoon,weekend
3364,Coffee,afternoon,weekend
3364,Coffee,afternoon,weekend
3366,Bread,afternoon,weekend
3366,Pastry,afternoon,weekend
3367,Hot chocolate,afternoon,weekend
3367,Tea,afternoon,weekend
3368,Crisps,afternoon,weekend
3369,Bread,afternoon,weekend
3370,Cake,afternoon,weekend
3371,Focaccia,afternoon,weekend
3371,Tea,afternoon,weekend
3371,Tea,afternoon,weekend
3371,Scone,afternoon,weekend
3372,Coffee,afternoon,weekend
3372,Scone,afternoon,weekend
3373,Cake,afternoon,weekend
3374,Vegan mincepie,afternoon,weekend
3375,Coffee,afternoon,weekend
3375,Coffee,afternoon,weekend
3376,Tea,afternoon,weekend
3376,Vegan mincepie,afternoon,weekend
3377,Focaccia,evening,weekend
3378,Coke,evening,weekend
3379,Pintxos,evening,weekend
3380,Pintxos,evening,weekend
3381,Juice,evening,weekend
3382,Coke,evening,weekend
3383,Pintxos,evening,weekend
3384,Pintxos,evening,weekend
3385,Pintxos,evening,weekend
3386,Coke,evening,weekend
3386,Pintxos,evening,weekend
3387,Hot chocolate,night,weekend
3387,Hot chocolate,night,weekend
3388,Medialuna,morning,weekend
3389,Coffee,morning,weekend
3390,Coffee,morning,weekend
3390,Bread,morning,weekend
3391,Coffee,morning,weekend
3392,Bread,morning,weekend
3393,Coffee,morning,weekend
3393,Cookies,morning,weekend
3393,Bread,morning,weekend
3393,Toast,morning,weekend
3394,Coffee,morning,weekend
3394,Brownie,morning,weekend
3394,Medialuna,morning,weekend
3395,Hot chocolate,morning,weekend
3395,Coffee,morning,weekend
3395,Brownie,morning,weekend
3396,Tea,morning,weekend
3396,Hot chocolate,morning,weekend
3397,Tea,morning,weekend
3397,Scone,morning,weekend
3397,Bread,morning,weekend
3398,Medialuna,morning,weekend
3398,Coffee,morning,weekend
3398,Coffee,morning,weekend
3399,Bread,morning,weekend
3399,Coffee,morning,weekend
3399,Hot chocolate,morning,weekend
3399,Coffee,morning,weekend
3399,Pastry,morning,weekend
3399,Scone,morning,weekend
3400,Muesli,morning,weekend
3400,The Nomad,morning,weekend
3400,Coffee,morning,weekend
3400,Bread,morning,weekend
3401,Bread,morning,weekend
3402,Fudge,morning,weekend
3403,Bread,morning,weekend
3404,Coffee,morning,weekend
3404,Coffee,morning,weekend
3405,Bread,afternoon,weekend
3406,Bread,afternoon,weekend
3407,Coffee,afternoon,weekend
3407,Brownie,afternoon,weekend
3407,Vegan mincepie,afternoon,weekend
3408,Dulce de Leche,afternoon,weekend
3409,Coffee,afternoon,weekend
3409,Coffee,afternoon,weekend
3410,Coffee,afternoon,weekend
3411,Farm House,afternoon,weekend
3412,Coffee,afternoon,weekend
3413,Coffee,afternoon,weekend
3413,Brownie,afternoon,weekend
3414,Coffee,afternoon,weekend
3415,Coffee,afternoon,weekend
3415,Hot chocolate,afternoon,weekend
3415,Vegan mincepie,afternoon,weekend
3416,Bread,afternoon,weekend
3417,Coffee,afternoon,weekend
3417,Frittata,afternoon,weekend
3418,Medialuna,afternoon,weekend
3418,Coffee,afternoon,weekend
3419,Coffee,afternoon,weekend
3419,Juice,afternoon,weekend
3419,Mineral water,afternoon,weekend
3419,Medialuna,afternoon,weekend
3419,Crisps,afternoon,weekend
3419,Frittata,afternoon,weekend
3420,Coffee,afternoon,weekend
3421,Coffee,afternoon,weekend
3421,Cookies,afternoon,weekend
3422,Bread,afternoon,weekend
3423,Bread,afternoon,weekend
3424,Coffee,afternoon,weekend
3424,Coffee,afternoon,weekend
3424,Cake,afternoon,weekend
3424,Bread,afternoon,weekend
3424,Dulce de Leche,afternoon,weekend
3424,Bread,afternoon,weekend
3425,Coffee,afternoon,weekend
3425,Hot chocolate,afternoon,weekend
3425,Bread,afternoon,weekend
3426,Coke,afternoon,weekend
3427,Fudge,afternoon,weekend
3428,Fudge,afternoon,weekend
3429,Tea,afternoon,weekend
3429,Juice,afternoon,weekend
3429,Cake,afternoon,weekend
3429,Tartine,afternoon,weekend
3430,Brownie,afternoon,weekend
3430,Medialuna,afternoon,weekend
3430,Hot chocolate,afternoon,weekend
3430,Coffee,afternoon,weekend
3431,Coffee,afternoon,weekend
3432,Bread,afternoon,weekend
3433,Coffee,afternoon,weekend
3433,Bread,afternoon,weekend
3434,Coffee,afternoon,weekend
3434,Hot chocolate,afternoon,weekend
3434,Coffee,afternoon,weekend
3434,Cookies,afternoon,weekend
3434,Vegan mincepie,afternoon,weekend
3435,Coffee,morning,weekday
3435,Medialuna,morning,weekday
3436,Cookies,morning,weekday
3436,Hot chocolate,morning,weekday
3437,Coffee,morning,weekday
3438,Coffee,morning,weekday
3439,Tea,morning,weekday
3440,Coffee,morning,weekday
3440,Bread,morning,weekday
3441,Hot chocolate,morning,weekday
3442,Coffee,morning,weekday
3443,Bread,morning,weekday
3443,Medialuna,morning,weekday
3444,Coffee,morning,weekday
3445,Bread,morning,weekday
3446,Coffee,morning,weekday
3446,Tea,morning,weekday
3446,Pastry,morning,weekday
3447,Medialuna,morning,weekday
3447,Coffee,morning,weekday
3447,Coffee,morning,weekday
3448,Coffee,morning,weekday
3448,Hot chocolate,morning,weekday
3449,Fudge,morning,weekday
3449,Jam,morning,weekday
3449,Fudge,morning,weekday
3449,Fudge,morning,weekday
3450,Hot chocolate,morning,weekday
3450,Smoothies,morning,weekday
3450,Bread,morning,weekday
3450,Cookies,morning,weekday
3450,Cookies,morning,weekday
3451,Coffee,morning,weekday
3451,Tea,morning,weekday
3451,Toast,morning,weekday
3451,Brownie,morning,weekday
3452,Coffee,morning,weekday
3452,Coffee,morning,weekday
3453,Coffee,morning,weekday
3454,Farm House,morning,weekday
3455,Tea,morning,weekday
3456,Bread,morning,weekday
3457,Bread,morning,weekday
3457,Coffee,morning,weekday
3457,Coffee,morning,weekday
3457,Bread,morning,weekday
3458,Tea,morning,weekday
3459,Coffee,morning,weekday
3460,Coffee,afternoon,weekday
3460,Fudge,afternoon,weekday
3460,Brownie,afternoon,weekday
3461,Coffee,afternoon,weekday
3462,Coffee,afternoon,weekday
3462,Bread,afternoon,weekday
3463,Coffee,afternoon,weekday
3463,Medialuna,afternoon,weekday
3464,Farm House,afternoon,weekday
3465,Fudge,afternoon,weekday
3465,Coffee,afternoon,weekday
3465,Sandwich,afternoon,weekday
3466,Toast,afternoon,weekday
3466,Cookies,afternoon,weekday
3467,Sandwich,afternoon,weekday
3467,Coffee,afternoon,weekday
3467,Bread,afternoon,weekday
3468,Focaccia,afternoon,weekday
3468,Scandinavian,afternoon,weekday
3469,Truffles,afternoon,weekday
3469,Hearty & Seasonal,afternoon,weekday
3470,Coffee,afternoon,weekday
3470,Coffee,afternoon,weekday
3471,Sandwich,afternoon,weekday
3471,Sandwich,afternoon,weekday
3472,Hearty & Seasonal,afternoon,weekday
3472,Coffee,afternoon,weekday
3472,Bread,afternoon,weekday
3473,Bread,afternoon,weekday
3473,Cake,afternoon,weekday
3474,Tea,afternoon,weekday
3474,Bread,afternoon,weekday
3475,Bread,afternoon,weekday
3476,Cookies,afternoon,weekday
3476,Bread,afternoon,weekday
3477,Coffee,afternoon,weekday
3478,Coffee,afternoon,weekday
3479,Tea,afternoon,weekday
3479,Sandwich,afternoon,weekday
3480,Bread,afternoon,weekday
3480,Brownie,afternoon,weekday
3481,Tea,afternoon,weekday
3481,Coffee,afternoon,weekday
3482,Coffee,afternoon,weekday
3483,Coffee,afternoon,weekday
3483,Cookies,afternoon,weekday
3484,Cake,afternoon,weekday
3484,Bread,afternoon,weekday
3485,Coffee,afternoon,weekday
3486,Mineral water,afternoon,weekday
3486,Coke,afternoon,weekday
3486,Bread,afternoon,weekday
3486,Sandwich,afternoon,weekday
3487,Juice,afternoon,weekday
3487,Bread,afternoon,weekday
3488,Coffee,afternoon,weekday
3489,Truffles,afternoon,weekday
3489,Tea,afternoon,weekday
3489,Cake,afternoon,weekday
3490,Coffee,afternoon,weekday
3490,Scone,afternoon,weekday
3490,Brownie,afternoon,weekday
3491,Tea,afternoon,weekday
3492,Sandwich,afternoon,weekday
3492,Juice,afternoon,weekday
3492,Tea,afternoon,weekday
3493,Coffee,afternoon,weekday
3494,Cake,afternoon,weekday
3494,Sandwich,afternoon,weekday
3494,Sandwich,afternoon,weekday
3494,Bread,afternoon,weekday
3495,Coffee,afternoon,weekday
3495,Coffee,afternoon,weekday
3496,Sandwich,afternoon,weekday
3496,Coffee,afternoon,weekday
3497,Juice,afternoon,weekday
3497,Tea,afternoon,weekday
3497,Bread,afternoon,weekday
3498,Brownie,afternoon,weekday
3499,Fudge,afternoon,weekday
3500,Tea,afternoon,weekday
3501,Tea,afternoon,weekday
3502,Truffles,afternoon,weekday
3502,Sandwich,afternoon,weekday
3503,Medialuna,afternoon,weekday
3503,Hot chocolate,afternoon,weekday
3503,Bread,afternoon,weekday
3503,Coffee,afternoon,weekday
3504,Medialuna,afternoon,weekday
3505,Coffee,afternoon,weekday
3505,Coffee,afternoon,weekday
3506,Coffee,afternoon,weekday
3507,Tea,afternoon,weekday
3508,Bread,afternoon,weekday
3509,Bread,afternoon,weekday
3510,Tea,afternoon,weekday
3510,Coke,afternoon,weekday
3510,Cake,afternoon,weekday
3510,Brownie,afternoon,weekday
3510,Bread,afternoon,weekday
3512,Bread,morning,weekday
3513,Tea,morning,weekday
3513,Tea,morning,weekday
3513,Medialuna,morning,weekday
3513,Cookies,morning,weekday
3513,Bread,morning,weekday
3514,Coffee,morning,weekday
3515,Sandwich,morning,weekday
3515,Bread,morning,weekday
3515,Tea,morning,weekday
3516,Bread,morning,weekday
3516,Toast,morning,weekday
3516,Medialuna,morning,weekday
3517,Pastry,morning,weekday
3517,Medialuna,morning,weekday
3518,Coffee,morning,weekday
3519,Coffee,morning,weekday
3520,Coffee,morning,weekday
3520,Coffee,morning,weekday
3520,Pastry,morning,weekday
3521,Cookies,morning,weekday
3522,Cookies,morning,weekday
3523,Bread,morning,weekday
3524,Coffee,morning,weekday
3525,Coffee,morning,weekday
3525,Coffee,morning,weekday
3525,Pastry,morning,weekday
3526,Bread,morning,weekday
3527,Cookies,morning,weekday
3527,Cake,morning,weekday
3527,Coffee,morning,weekday
3527,Hot chocolate,morning,weekday
3529,Pastry,morning,weekday
3529,Medialuna,morning,weekday
3529,Pastry,morning,weekday
3529,Coffee,morning,weekday
3529,Coffee,morning,weekday
3529,Hot chocolate,morning,weekday
3529,The Nomad,morning,weekday
3529,Toast,morning,weekday
3530,Coffee,morning,weekday
3530,Cake,morning,weekday
3530,Bread,morning,weekday
3531,Tea,morning,weekday
3532,Coffee,afternoon,weekday
3532,Cake,afternoon,weekday
3533,Coffee,afternoon,weekday
3534,Coffee,afternoon,weekday
3534,Cake,afternoon,weekday
3535,Toast,afternoon,weekday
3535,Coffee,afternoon,weekday
3536,Coffee,afternoon,weekday
3537,Hot chocolate,afternoon,weekday
3537,Cake,afternoon,weekday
3538,Hearty & Seasonal,afternoon,weekday
3538,Juice,afternoon,weekday
3539,Coffee,afternoon,weekday
3540,Hearty & Seasonal,afternoon,weekday
3540,Coffee,afternoon,weekday
3541,Farm House,afternoon,weekday
3541,Cake,afternoon,weekday
3542,Coffee,afternoon,weekday
3542,Bread,afternoon,weekday
3542,Farm House,afternoon,weekday
3543,Sandwich,afternoon,weekday
3545,Bread,afternoon,weekday
3546,Coffee,afternoon,weekday
3546,Brownie,afternoon,weekday
3547,Sandwich,afternoon,weekday
3547,Juice,afternoon,weekday
3547,Juice,afternoon,weekday
3548,Coffee,afternoon,weekday
3549,Coffee,afternoon,weekday
3550,Tea,afternoon,weekday
3551,Coffee,afternoon,weekday
3552,Hot chocolate,afternoon,weekday
3554,Cake,afternoon,weekday
3554,Coffee,afternoon,weekday
3555,Bread,afternoon,weekday
3556,Bread,afternoon,weekday
3557,Coffee,afternoon,weekday
3557,Hot chocolate,afternoon,weekday
3558,Coffee,afternoon,weekday
3559,Coffee,afternoon,weekday
3559,Bread,afternoon,weekday
3560,Coffee,afternoon,weekday
3560,Cake,afternoon,weekday
3561,Coffee,afternoon,weekday
3562,Farm House,afternoon,weekday
3563,Coffee,afternoon,weekday
3564,Bread,evening,weekday
3565,Coffee,evening,weekday
3566,Farm House,evening,weekday
3567,Scandinavian,evening,weekday
3568,Bread,evening,weekday
3570,Bread,morning,weekday
3570,Pastry,morning,weekday
3571,Coffee,morning,weekday
3572,Coffee,morning,weekday
3573,Coffee,morning,weekday
3573,Bread,morning,weekday
3573,Pastry,morning,weekday
3574,Coffee,morning,weekday
3574,Bread,morning,weekday
3575,Coffee,morning,weekday
3575,Coffee,morning,weekday
3575,Medialuna,morning,weekday
3576,Jam,morning,weekday
3576,Fudge,morning,weekday
3576,Medialuna,morning,weekday
3577,Tea,morning,weekday
3578,Bread,morning,weekday
3578,Bread,morning,weekday
3579,Bread,morning,weekday
3580,Pastry,morning,weekday
3580,Coffee,morning,weekday
3580,Coffee,morning,weekday
3580,Coffee,morning,weekday
3581,Coffee,morning,weekday
3582,Bread,morning,weekday
3583,Coffee,morning,weekday
3583,Coffee,morning,weekday
3584,Coffee,morning,weekday
3584,Cookies,morning,weekday
3585,Coffee,morning,weekday
3586,Coffee,morning,weekday
3587,Pastry,morning,weekday
3587,Coffee,morning,weekday
3587,Coffee,morning,weekday
3588,Bread,morning,weekday
3589,Fudge,morning,weekday
3589,Coffee,morning,weekday
3590,Hot chocolate,morning,weekday
3590,Cake,morning,weekday
3591,Muffin,morning,weekday
3591,Coffee,morning,weekday
3592,Coffee,morning,weekday
